"name","SMILES"
"structure 31512","CCCc1c(O)c(C(=O)O)c(C(=O)OC)c(C(=O)NC)c1C(=O)O"
"structure 31513","CCc1c(O)c(C(=O)O)c(C#N)c(O)c1C#N"
"structure 31514","[H]c1c(N)c(O)c(C(=O)O)c(O)c1CN"
"structure 31515","CCc1c(CN)c(C(=O)O)c(O)c(C(=O)NC)c1CO"
"structure 31516","CCCc1c(N)c(CO)c(C(=O)OC)c(C(=O)O)c1O"
"structure 31517","Cc1c(O)c(C(=O)O)c(O)c(CN)c1CN"
"structure 31518","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(C)c1CCC"
"structure 31519","CCCc1c(C)c(O)c(C(=O)O)c(C(C)(C)C)c1C"
"structure 31520","CCCc1c(N)c(N)c(CO)c(O)c1C(=O)O"
"structure 31521","CNC(=O)c1c(O)c(C(=O)O)c(CO)c(C(=O)OC)c1CC(C)C"
"structure 31522","COC(=O)c1c(C)c(O)c(C#N)c(O)c1C(=O)O"
"structure 31523","[H]c1c(CCC)c(CO)c(O)c(C(=O)O)c1C(=O)NC"
"structure 31524","[H]c1c(CC)c(C(=O)O)c([H])c(O)c1C(=O)O"
"structure 31525","CNC(=O)c1c(O)c(CO)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31526","CCc1c(CO)c(C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31527","CCc1c(C(=O)O)c(O)c(C(C)(C)C)c(CO)c1C(=O)NC"
"structure 31528","CCc1c(N)c(C(=O)NC)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31529","CCCc1c(CO)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)OC"
"structure 31530","COC(=O)c1c(CC(C)C)c(CO)c(CC(C)C)c(O)c1C(=O)O"
"structure 31531","[H]c1c(C(=O)O)c(O)c(C(=O)NC)c(CN)c1C(=O)OC"
"structure 31532","[H]c1c(CO)c(O)c(C(=O)O)c(N)c1C(=O)OC"
"structure 31533","[H]c1c(CC(C)C)c(O)c(C(=O)O)c(C(C)(C)C)c1CO"
"structure 31534","CCc1c(C)c(C(=O)O)c(O)c(C(C)(C)C)c1C(C)(C)C"
"structure 31535","CC(C)Cc1c(C(=O)O)c(C#N)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31536","CCCc1c(CN)c(CC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 31537","CCc1c(O)c(C(=O)O)c(O)c(C#N)c1C(=O)O"
"structure 31538","N#Cc1c(CO)c(C(=O)O)c(N)c(O)c1C(=O)O"
"structure 31539","NCc1c(N)c(O)c(O)c(O)c1C(=O)O"
"structure 31540","CCCc1c(CO)c(C(=O)OC)c(O)c(O)c1C(=O)O"
"structure 31541","CC(C)Cc1c(O)c(C(=O)O)c(CO)c(C(=O)O)c1CC(C)C"
"structure 31542","CC(C)(C)c1c(N)c(C(=O)O)c(O)c(C(=O)O)c1C#N"
"structure 31543","CCc1c(CO)c(N)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31544","[H]c1c(O)c(CN)c(O)c(C(=O)O)c1CO"
"structure 31545","[H]c1c(C)c(CO)c(O)c(C(=O)O)c1C"
"structure 31546","CCc1c(C(=O)O)c(O)c(C(=O)NC)c(C(C)(C)C)c1C(C)(C)C"
"structure 31547","[H]c1c([H])c(C(=O)O)c(O)c([H])c1C"
"structure 31548","CCCc1c(C)c(CN)c(C(=O)OC)c(C(=O)O)c1O"
"structure 31549","CNC(=O)c1c(N)c(O)c(C(=O)O)c(CO)c1C(C)(C)C"
"structure 31550","COC(=O)c1c(C(C)(C)C)c(O)c(C(=O)O)c(C(=O)O)c1C(C)(C)C"
"structure 31551","CCCc1c(CC(C)C)c(C(=O)O)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31552","[H]c1c(N)c(C(=O)NC)c(C#N)c(O)c1C(=O)O"
"structure 31553","CCCc1c(CC)c(C(C)(C)C)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31554","COC(=O)c1c(O)c(C(=O)O)c(C)c(C(C)(C)C)c1CO"
"structure 31555","[H]c1c(O)c(N)c(O)c(C(=O)O)c1CC"
"structure 31556","[H]c1c(O)c(CN)c(O)c(C(=O)O)c1CC"
"structure 31557","[H]c1c(C#N)c(O)c(C(=O)O)c(C(=O)NC)c1C(=O)NC"
"structure 31558","CCCc1c(CC(C)C)c(CN)c(O)c(C(=O)O)c1CN"
"structure 31559","CCc1c(O)c(C(=O)O)c(N)c(C(=O)NC)c1C#N"
"structure 31560","[H]c1c(CN)c(O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31561","[H]c1c(C(=O)NC)c(N)c(C(=O)O)c(O)c1C(=O)NC"
"structure 31562","CCc1c(N)c(C)c(C)c(O)c1C(=O)O"
"structure 31563","NCc1c(O)c(CN)c(CN)c(C(=O)O)c1O"
"structure 31564","[H]c1c([H])c(C(=O)O)c(O)c(CCC)c1CO"
"structure 31565","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)OC)c(C(=O)O)c1O"
"structure 31566","CC(C)Cc1c(C(=O)O)c(N)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31567","CNC(=O)c1c(C)c(CN)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31568","[H]c1c(CC)c(O)c(C(=O)O)c(C(=O)NC)c1CCC"
"structure 31569","COC(=O)c1c(N)c(CO)c(O)c(C(=O)O)c1CO"
"structure 31570","COC(=O)c1c(CO)c(O)c(O)c(C(=O)O)c1C(=O)O"
"structure 31571","CC(C)Cc1c(O)c(C(=O)O)c(C#N)c(CN)c1C(=O)O"
"structure 31572","[H]c1c(N)c(C(=O)O)c(O)c(O)c1CO"
"structure 31573","CCCc1c(O)c(C(=O)O)c(N)c(C(C)(C)C)c1CN"
"structure 31574","CCCc1c(C(C)(C)C)c(C(=O)O)c(O)c(C(=O)NC)c1C(C)(C)C"
"structure 31575","Cc1c(C)c(C(=O)O)c(O)c(CO)c1CN"
"structure 31576","COC(=O)c1c(CO)c(C)c(O)c(O)c1C(=O)O"
"structure 31577","[H]c1c(CCC)c(C#N)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31578","CNC(=O)c1c(N)c(O)c(C(=O)O)c(C(=O)O)c1N"
"structure 31579","CCc1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)O)c1CO"
"structure 31580","CCc1c(O)c(C(=O)O)c(C(=O)NC)c(C(=O)OC)c1CO"
"structure 31581","CCCc1c(C)c(O)c(C(=O)O)c(CN)c1CC(C)C"
"structure 31582","[H]c1c(CC(C)C)c(C(=O)OC)c(CC(C)C)c(O)c1C(=O)O"
"structure 31583","COC(=O)c1c(C(=O)O)c(C(=O)O)c(O)c(N)c1C(C)(C)C"
"structure 31584","CCCc1c(O)c(C(=O)O)c(CN)c(C#N)c1C#N"
"structure 31585","CCc1c(CC(C)C)c(O)c(C(=O)O)c(CN)c1C(=O)OC"
"structure 31586","[H]c1c(N)c(C#N)c(C(=O)O)c(O)c1CC(C)C"
"structure 31587","CCCc1c(O)c(C(=O)O)c(O)c(CO)c1C(=O)O"
"structure 31588","CC(C)Cc1c(O)c(C(=O)O)c(N)c(C(=O)O)c1CC(C)C"
"structure 31589","CCCc1c(C)c(CO)c(CCC)c(C(=O)O)c1O"
"structure 31590","CCc1c(O)c(C(=O)O)c(CC(C)C)c(C#N)c1C(=O)OC"
"structure 31591","CCCc1c(O)c(C(=O)O)c(C(C)(C)C)c(CN)c1CN"
"structure 31592","CC(C)Cc1c(O)c(C(=O)O)c(O)c(CN)c1CN"
"structure 31593","CCCc1c(CC(C)C)c(C#N)c(O)c(C(=O)O)c1CC(C)C"
"structure 31594","CCCc1c(N)c(CN)c(C(=O)O)c(O)c1CC"
"structure 31595","[H]c1c(N)c(C(=O)O)c(O)c(C(C)(C)C)c1CC"
"structure 31596","CCc1c(O)c(C(=O)O)c(CC)c(C(C)(C)C)c1C(=O)O"
"structure 31597","[H]c1c(O)c(C(=O)O)c(CO)c(CO)c1CCC"
"structure 31598","CNC(=O)c1c(O)c(C(=O)O)c(O)c(O)c1C#N"
"structure 31599","COC(=O)c1c(CO)c(C#N)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31600","[H]c1c(O)c(C(=O)O)c(CCC)c(C#N)c1CC"
"structure 31601","Cc1c(C#N)c(C(C)(C)C)c(O)c(C(=O)O)c1C(=O)O"
"structure 31602","[H]c1c(N)c([H])c(C(=O)O)c(O)c1C#N"
"structure 31603","[H]c1c(C)c([H])c(CN)c(C(=O)O)c1O"
"structure 31604","CC(C)(C)c1c(O)c(C#N)c(O)c(C(=O)O)c1O"
"structure 31605","COC(=O)c1c(O)c(C(=O)O)c(C#N)c(C(=O)OC)c1CC(C)C"
"structure 31606","[H]c1c(CN)c(C(=O)O)c(O)c(C(=O)O)c1CCC"
"structure 31607","CC(C)Cc1c(O)c(C(=O)O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31608","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(C)(C)C)c1CCC"
"structure 31609","[H]c1c(C(=O)O)c(O)c(O)c(CO)c1C(=O)O"
"structure 31610","CCc1c(C)c(C(=O)OC)c(O)c(C(=O)O)c1O"
"structure 31611","[H]c1c(CN)c(O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 31612","[H]c1c(O)c(O)c(C(=O)O)c(N)c1CCC"
"structure 31613","COC(=O)c1c(O)c(C(=O)O)c(C)c(CC(C)C)c1CN"
"structure 31614","[H]c1c(CC)c(C#N)c(C)c(O)c1C(=O)O"
"structure 31615","[H]c1c(C)c(O)c(O)c(C(=O)O)c1CC"
"structure 31616","COC(=O)c1c(CC(C)C)c(C(C)(C)C)c(C)c(O)c1C(=O)O"
"structure 31617","[H]c1c(O)c(C#N)c(O)c(O)c1C(=O)O"
"structure 31618","COC(=O)c1c(CO)c(C(C)(C)C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31619","CC(C)Cc1c(CN)c(C#N)c(N)c(O)c1C(=O)O"
"structure 31620","CNC(=O)c1c(N)c(N)c(C#N)c(C(=O)O)c1O"
"structure 31621","[H]c1c(CN)c(C(=O)NC)c(C(=O)O)c(O)c1C(=O)O"
"structure 31622","CCCc1c(C(=O)O)c(O)c(N)c(C(=O)O)c1C(=O)NC"
"structure 31623","CCc1c(C(=O)O)c(O)c(N)c(C(=O)OC)c1C(=O)OC"
"structure 31624","[H]c1c(CO)c(O)c(C(=O)O)c(C(=O)O)c1CN"
"structure 31625","CCc1c(C(=O)O)c(O)c(CO)c(C#N)c1C(=O)O"
"structure 31626","CCCc1c(C#N)c(CC(C)C)c(CC)c(O)c1C(=O)O"
"structure 31627","CCCc1c(C)c(CC)c(C)c(C(=O)O)c1O"
"structure 31628","COC(=O)c1c(CN)c(O)c(C(=O)O)c(CO)c1CN"
"structure 31629","CCc1c(C(=O)O)c(O)c(CC(C)C)c(C#N)c1C(C)(C)C"
"structure 31630","CCCc1c(C#N)c(C(=O)O)c(O)c(C(=O)OC)c1CC"
"structure 31631","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)O)c(O)c1C(=O)NC"
"structure 31632","Cc1c(C#N)c(O)c(C(=O)O)c(N)c1CC(C)C"
"structure 31633","CCCc1c(CC)c(C(=O)NC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31634","CCCc1c(CN)c(C(=O)O)c(O)c(C)c1C(=O)OC"
"structure 31635","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)OC)c1CO"
"structure 31636","CCCc1c(C)c(CCC)c(C(=O)OC)c(C(=O)O)c1O"
"structure 31637","COC(=O)c1c(N)c(C)c(C)c(C(=O)O)c1O"
"structure 31638","CCc1c(C(=O)O)c(O)c(O)c(O)c1C(=O)NC"
"structure 31639","CCc1c(CO)c(O)c(C(=O)O)c(C#N)c1CO"
"structure 31640","CNC(=O)c1c(O)c(C(=O)O)c(CC(C)C)c(CC(C)C)c1C(=O)O"
"structure 31641","CC(C)(C)c1c(CO)c(CN)c(O)c(O)c1C(=O)O"
"structure 31642","CCCc1c(CO)c(CC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31643","CCCc1c(N)c(CC(C)C)c(CCC)c(C(=O)O)c1O"
"structure 31644","[H]c1c(N)c(N)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31645","CCCc1c(CCC)c(C(=O)O)c(O)c(C)c1C(=O)OC"
"structure 31646","COC(=O)c1c(C#N)c(CO)c(C(=O)O)c(O)c1C(=O)O"
"structure 31647","COC(=O)c1c(O)c(C(=O)OC)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31648","[H]c1c(CCC)c(C(=O)O)c(O)c(O)c1C(=O)O"
"structure 31649","Cc1c(CO)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)O"
"structure 31650","NCc1c(N)c(C(=O)O)c(CN)c(C(=O)O)c1O"
"structure 31651","CCCc1c(O)c(C(=O)O)c(N)c(C(=O)O)c1CCC"
"structure 31652","Cc1c(CO)c(C(=O)O)c(CO)c(O)c1C(=O)O"
"structure 31653","[H]c1c(N)c(O)c(O)c(C(=O)O)c1C(=O)O"
"structure 31654","CNC(=O)c1c(O)c(CC(C)C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31655","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(CCC)c1C#N"
"structure 31656","CCCc1c(N)c(C#N)c(C(=O)O)c(O)c1O"
"structure 31657","COC(=O)c1c(C)c(O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31658","[H]c1c(N)c(C(=O)OC)c(C(=O)O)c(O)c1CC(C)C"
"structure 31659","CNC(=O)c1c(O)c(C(C)(C)C)c(O)c(O)c1C(=O)O"
"structure 31660","Cc1c(O)c(C(=O)O)c(CC(C)C)c(N)c1CC(C)C"
"structure 31661","CCCc1c(O)c(N)c(O)c(C(=O)O)c1C(=O)NC"
"structure 31662","CCc1c(N)c(C(=O)O)c(O)c(N)c1C(C)(C)C"
"structure 31663","[H]c1c(CC)c(C(=O)O)c(O)c(C(=O)OC)c1CC(C)C"
"structure 31664","[H]c1c(O)c(O)c(C(=O)O)c(CCC)c1C(C)(C)C"
"structure 31665","CCCc1c(C(=O)O)c(O)c(C(=O)O)c(CN)c1C(=O)NC"
"structure 31666","CC(C)Cc1c(CN)c(CN)c(O)c(O)c1C(=O)O"
"structure 31667","CCc1c(C)c(C(=O)OC)c(C(=O)O)c(O)c1O"
"structure 31668","CNC(=O)c1c(O)c(C(=O)O)c(CO)c(C#N)c1C#N"
"structure 31669","[H]c1c(C(=O)NC)c(O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 31670","CCc1c(N)c(CC(C)C)c(C(=O)NC)c(O)c1C(=O)O"
"structure 31671","COC(=O)c1c(O)c(CC(C)C)c(C)c(C(=O)O)c1O"
"structure 31672","COC(=O)c1c(CN)c(C(C)(C)C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31673","[H]c1c(O)c(CCC)c(O)c(O)c1C(=O)O"
"structure 31674","CCc1c(C)c(C(=O)OC)c(C(=O)NC)c(O)c1C(=O)O"
"structure 31675","COC(=O)c1c(C)c(C(C)(C)C)c(C)c(C(=O)O)c1O"
"structure 31676","CCCc1c(C)c(O)c(C(=O)O)c(C(C)(C)C)c1C(=O)OC"
"structure 31677","Cc1c(O)c(C(=O)O)c(O)c(C#N)c1CC(C)C"
"structure 31678","CCCc1c(C#N)c(CN)c(C(=O)O)c(O)c1CN"
"structure 31679","CCc1c(N)c(C(=O)O)c(O)c(C(=O)OC)c1N"
"structure 31680","CCc1c(O)c(C(=O)O)c(CO)c(C(=O)NC)c1CC"
"structure 31681","[H]c1c(CC(C)C)c(O)c(C(=O)O)c(CN)c1C(=O)NC"
"structure 31682","CC(C)Cc1c(C#N)c(CO)c(O)c(C(=O)O)c1CN"
"structure 31683","CCc1c(CN)c(CN)c(O)c(C(=O)O)c1CO"
"structure 31684","[H]c1c(CCC)c(C(=O)O)c(O)c(CO)c1C(=O)NC"
"structure 31685","CCc1c(C)c(N)c(O)c(C(=O)O)c1C#N"
"structure 31686","[H]c1c(CC)c(CO)c(C(=O)O)c(O)c1C(=O)NC"
"structure 31687","CNC(=O)c1c(CN)c(O)c(CC(C)C)c(O)c1C(=O)O"
"structure 31688","[H]c1c(O)c(O)c(C(=O)O)c(CC)c1C(C)(C)C"
"structure 31689","CCCc1c(O)c(C(=O)O)c(CC(C)C)c(N)c1C#N"
"structure 31690","CCc1c(CO)c(O)c(C#N)c(O)c1C(=O)O"
"structure 31691","CCCc1c(C)c(C)c(O)c(O)c1C(=O)O"
"structure 31692","CCCc1c(O)c(C(=O)O)c(C(=O)NC)c(O)c1CO"
"structure 31693","CCc1c(O)c(C(=O)O)c(CC(C)C)c(CO)c1CO"
"structure 31694","CNC(=O)c1c(CO)c(CN)c(N)c(O)c1C(=O)O"
"structure 31695","[H]c1c(O)c(O)c(O)c(C(=O)O)c1C(=O)NC"
"structure 31696","CCCc1c(O)c(C(=O)O)c(O)c(CC)c1CN"
"structure 31697","[H]c1c(CC(C)C)c(C#N)c(O)c(C(=O)O)c1CC(C)C"
"structure 31698","CCCc1c(O)c(C#N)c(CC)c(C(=O)O)c1O"
"structure 31699","CCCc1c(CN)c(C)c(O)c(C(=O)O)c1C(=O)NC"
"structure 31700","[H]c1c(O)c(C(=O)O)c([H])c(C)c1C#N"
"structure 31701","CCCc1c(N)c(C)c(C#N)c(C(=O)O)c1O"
"structure 31702","CCc1c(CO)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)OC"
"structure 31703","[H]c1c(C#N)c(C(=O)NC)c(C(=O)O)c(O)c1CN"
"structure 31704","CCc1c(O)c(C(=O)O)c(C(=O)OC)c(C#N)c1C(=O)O"
"structure 31705","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)NC)c(C(=O)O)c1C(=O)O"
"structure 31706","CCc1c(CC(C)C)c(C(=O)NC)c(CC)c(O)c1C(=O)O"
"structure 31707","CCCc1c(N)c(CC(C)C)c(N)c(C(=O)O)c1O"
"structure 31708","CCCc1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)OC)c1C(=O)OC"
"structure 31709","CCc1c(O)c(C#N)c(C)c(O)c1C(=O)O"
"structure 31710","COC(=O)c1c(C)c(O)c(C(=O)O)c(C(=O)OC)c1C#N"
"structure 31711","[H]c1c(O)c(C(=O)O)c(CC(C)C)c(CCC)c1CCC"
"structure 31712","COC(=O)c1c(CC(C)C)c(C(=O)O)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 31713","CNC(=O)c1c(CN)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)NC"
"structure 31714","CNC(=O)c1c(CN)c(C(C)(C)C)c(N)c(O)c1C(=O)O"
"structure 31715","CCc1c(O)c(C(=O)O)c(C)c(C(=O)OC)c1O"
"structure 31716","CCc1c(CO)c(CN)c(O)c(C(=O)O)c1CC(C)C"
"structure 31717","CNC(=O)c1c(O)c(C(=O)O)c(N)c(N)c1CO"
"structure 31718","[H]c1c(N)c(N)c(C(=O)O)c(O)c1CO"
"structure 31719","CC(C)Cc1c(O)c(CC(C)C)c(O)c(C(=O)O)c1O"
"structure 31720","[H]c1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)OC)c1C(=O)NC"
"structure 31721","CCCc1c(O)c(C(=O)O)c(O)c(C(=O)OC)c1C(=O)O"
"structure 31722","[H]c1c(CN)c(N)c(C(=O)O)c(O)c1CC(C)C"
"structure 31723","CCCc1c(CC(C)C)c(CC(C)C)c(C)c(O)c1C(=O)O"
"structure 31724","[H]c1c(C)c(C#N)c(C(=O)O)c(O)c1CN"
"structure 31725","COC(=O)c1c(O)c(C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31726","CNC(=O)c1c(C#N)c(C(=O)O)c(O)c(C(=O)O)c1CO"
"structure 31727","COC(=O)c1c(N)c(C(C)(C)C)c(O)c(C(=O)O)c1C(=O)OC"
"structure 31728","CCCc1c(CC)c(O)c(C(=O)O)c(C(=O)O)c1C(=O)OC"
"structure 31729","CCc1c(O)c(C#N)c(O)c(C(=O)O)c1CC"
"structure 31730","N#Cc1c(CN)c(CN)c(O)c(C(=O)O)c1CO"
"structure 31731","CNC(=O)c1c(N)c(CN)c(C(=O)O)c(O)c1CO"
"structure 31732","Cc1c(CN)c(CO)c(CC(C)C)c(O)c1C(=O)O"
"structure 31733","[H]c1c(O)c(C(=O)O)c(O)c(CC)c1CN"
"structure 31734","CCCc1c(O)c(C(=O)O)c(N)c(C#N)c1CC"
"structure 31735","Cc1c(N)c(CO)c(C(=O)O)c(O)c1O"
"structure 31736","CCc1c(CC(C)C)c(C(=O)OC)c(C(=O)OC)c(O)c1C(=O)O"
"structure 31737","CNC(=O)c1c(N)c(C(=O)O)c(O)c(CO)c1C#N"
"structure 31738","Cc1c(C#N)c(O)c(C(=O)O)c(C)c1C(C)(C)C"
"structure 31739","Cc1c(C(=O)O)c(N)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31740","[H]c1c(C)c(C#N)c(O)c(C(=O)O)c1CO"
"structure 31741","CCc1c(N)c(O)c(C(=O)O)c(N)c1C(=O)NC"
"structure 31742","CNC(=O)c1c(CO)c(C(=O)O)c(O)c(C(C)(C)C)c1C(=O)OC"
"structure 31743","CCc1c(O)c(CC(C)C)c(C(=O)O)c(O)c1C(=O)O"
"structure 31744","CCc1c(O)c(C(=O)O)c(C(C)(C)C)c(C(=O)O)c1C(=O)NC"
"structure 31745","CCCc1c(CO)c(N)c(O)c(C(=O)O)c1CC(C)C"
"structure 31746","CCCc1c(O)c(C(=O)O)c(C(C)(C)C)c(CN)c1C#N"
"structure 31747","[H]c1c(O)c(CC(C)C)c(CO)c(C(=O)O)c1O"
"structure 31748","CCc1c(O)c(C(=O)O)c(CC)c(C(=O)OC)c1C#N"
"structure 31749","CC(C)(C)c1c(N)c(C#N)c(O)c(C(=O)O)c1CN"
"structure 31750","COC(=O)c1c(N)c(C(=O)O)c(C(=O)O)c(O)c1CC(C)C"
"structure 31751","[H]c1c(N)c(C#N)c(C(=O)O)c(O)c1O"
"structure 31752","[H]c1c(CC)c(C(=O)NC)c(C(=O)NC)c(O)c1C(=O)O"
"structure 31753","[H]c1c(C(=O)O)c(O)c(CC(C)C)c(CC)c1C(=O)OC"
"structure 31754","[H]c1c(N)c(CC)c(O)c(C(=O)O)c1C#N"
"structure 31755","CCCc1c(C)c(C#N)c(O)c(C(=O)O)c1CN"
"structure 31756","CC(C)(C)c1c(O)c(C(=O)O)c(C#N)c(CN)c1CO"
"structure 31757","Cc1c(C#N)c(N)c(CO)c(O)c1C(=O)O"
"structure 31758","CCc1c(CC(C)C)c(CC(C)C)c(C(=O)O)c(O)c1C(=O)O"
"structure 31759","[H]c1c(C(=O)O)c(CC(C)C)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31760","NCc1c(N)c(N)c(CO)c(C(=O)O)c1O"
"structure 31761","[H]c1c(O)c(C(=O)NC)c(O)c(C(=O)O)c1CO"
"structure 31762","COC(=O)c1c(C)c(C)c(O)c(C(=O)O)c1CN"
"structure 31763","CCCc1c(N)c(C#N)c(C(=O)O)c(O)c1C(=O)O"
"structure 31764","CNC(=O)c1c(N)c(C(=O)O)c(C(=O)O)c(O)c1CC(C)C"
"structure 31765","CCCc1c(CO)c(O)c(C(=O)O)c(C#N)c1CC"
"structure 31766","[H]c1c(C)c(C(=O)O)c(O)c(CC)c1CC"
"structure 31767","CC(C)Cc1c(N)c(O)c(C(=O)O)c(C#N)c1CC(C)C"
"structure 31768","[H]c1c(N)c(C(=O)NC)c(O)c(C(=O)O)c1C(C)(C)C"
"structure 31769","CCCc1c(C#N)c(C(=O)O)c(O)c(C(=O)NC)c1C(C)(C)C"
"structure 31770","COC(=O)c1c(CN)c(O)c(C(=O)O)c(O)c1C(=O)O"
"structure 31771","[H]c1c(O)c(CO)c(N)c(C(=O)O)c1O"
"structure 31772","[H]c1c(C(=O)OC)c(O)c(O)c(C(=O)O)c1C(=O)O"
"structure 31773","CCCc1c(C#N)c(N)c(O)c(C(=O)O)c1C(=O)O"
"structure 31774","CCCc1c(CCC)c(C(=O)NC)c(CC(C)C)c(O)c1C(=O)O"
"structure 31775","COC(=O)c1c(O)c(C(=O)O)c(CC(C)C)c(C(=O)OC)c1C#N"
"structure 31776","[H]c1c(O)c(O)c(C(=O)O)c(CN)c1C(=O)OC"
"structure 31777","CNC(=O)c1c(O)c(C(=O)O)c(C(=O)OC)c(O)c1C(C)(C)C"
"structure 31778","CCCc1c(CO)c(C(C)(C)C)c(N)c(O)c1C(=O)O"
"structure 31779","CCc1c(CO)c(C)c(N)c(O)c1C(=O)O"
"structure 31780","CCCc1c(CC(C)C)c(N)c(O)c(C(=O)O)c1CN"
"structure 31781","CCc1c(C)c(O)c(C(=O)O)c(C(C)(C)C)c1C"
"structure 31782","[H]c1c(CO)c(C(=O)NC)c(CC(C)C)c(O)c1C(=O)O"
"structure 31783","CCCc1c(O)c(C(=O)O)c(CC)c(CC(C)C)c1CC(C)C"
"structure 31784","CCc1c(CN)c(C(=O)O)c(O)c(N)c1C(=O)OC"
"structure 31785","COC(=O)c1c(C(=O)O)c(O)c(CC(C)C)c(CC(C)C)c1C(=O)O"
"structure 31786","[H]c1c(CC(C)C)c(C)c(C(=O)O)c(O)c1CC"
"structure 31787","CC(C)(C)c1c(N)c(C#N)c(O)c(C(=O)O)c1CO"
"structure 31788","COC(=O)c1c(C)c(C(=O)O)c(O)c(CN)c1C(=O)OC"
"structure 31789","[H]c1c(O)c(C(=O)O)c(CCC)c(CCC)c1C(=O)O"
"structure 31790","CNC(=O)c1c(C(=O)OC)c(CO)c(C(=O)O)c(O)c1C(C)(C)C"
"structure 31791","CCc1c(C(=O)NC)c(N)c(C(=O)NC)c(O)c1C(=O)O"
"structure 31792","CCc1c(O)c(C(=O)O)c(CN)c(C(=O)O)c1CN"
"structure 31793","[H]c1c(O)c(C(=O)O)c([H])c(C(C)(C)C)c1C(C)(C)C"
"structure 31794","CCCc1c(O)c(C(=O)O)c(N)c(CN)c1C#N"
"structure 31795","COC(=O)c1c(CC(C)C)c(C(=O)O)c(C#N)c(O)c1C(=O)O"
"structure 31796","COC(=O)c1c(CN)c(CN)c(C#N)c(O)c1C(=O)O"
"structure 31797","CNC(=O)c1c(N)c(C)c(CO)c(O)c1C(=O)O"
"structure 31798","[H]c1c(C#N)c([H])c(C(=O)O)c(O)c1CC"
"structure 31799","CC(C)Cc1c(C(=O)O)c(O)c(O)c(O)c1C(C)(C)C"
"structure 31800","Cc1c(CN)c(C(=O)O)c(C(C)(C)C)c(O)c1C(=O)O"
"structure 31801","CC(C)Cc1c(C(=O)O)c(O)c(C(C)(C)C)c(C#N)c1C(C)(C)C"
"structure 31802","CCCc1c(O)c(CC(C)C)c(O)c(O)c1C(=O)O"
"structure 31803","CCCc1c(O)c(C(=O)O)c(C#N)c(C#N)c1CO"
"structure 31804","[H]c1c(C)c(CC(C)C)c(CC(C)C)c(C(=O)O)c1O"
"structure 31805","Cc1c(O)c(C(=O)O)c(C#N)c(CN)c1C(C)(C)C"
"structure 31806","CCCc1c(O)c(C(=O)O)c(CN)c(C#N)c1CC"
"structure 31807","[H]c1c(C#N)c(O)c(C(=O)O)c(C(=O)OC)c1CC"
"structure 31808","CC(C)Cc1c(O)c(C(=O)O)c(CC(C)C)c(CO)c1CN"
"structure 31809","CCc1c(CO)c(O)c(C(=O)O)c(C(=O)OC)c1CC"
"structure 31810","[H]c1c(C)c(C(=O)O)c(O)c(CC(C)C)c1CN"
"structure 31811","N#Cc1c(N)c(O)c(O)c(C(=O)O)c1C#N"
